Row_ID,Order_ID,Order_Date,Ship_Date,Customer_ID,Region,Category,Sub_Category,Sales,Profit
3021,CA-2015-123568,11/8/2015,11/14/2015,SC-20095,West,Office Supplies,Paper,92.94,41.823
3022,CA-2015-123568,11/8/2015,11/14/2015,SC-20095,West,Furniture,Furnishings,66.69,22.0077
3023,CA-2015-123568,11/8/2015,11/14/2015,SC-20095,West,Office Supplies,Binders,91.68,28.65
3024,CA-2017-124674,11/17/2017,11/23/2017,JB-16000,Central,Furniture,Bookcases,327.7328,-14.4588
3025,CA-2015-164441,11/8/2015,11/13/2015,AC-10450,East,Office Supplies,Binders,52.272,17.6418
3026,CA-2015-164441,11/8/2015,11/13/2015,AC-10450,East,Office Supplies,Paper,17.94,8.073
3027,CA-2017-169054,4/22/2017,4/26/2017,MO-17800,East,Furniture,Furnishings,254.352,0
3028,CA-2014-106719,8/24/2014,8/24/2014,RB-19645,West,Office Supplies,Binders,8.288,2.6936
3029,CA-2017-116855,12/17/2017,12/21/2017,AI-10855,South,Furniture,Chairs,504.9,80.784
3030,US-2016-164189,3/24/2016,3/28/2016,DR-12880,West,Technology,Phones,403.168,25.198
3031,CA-2015-168480,9/21/2015,9/27/2015,DM-12955,Central,Furniture,Bookcases,194.32,31.0912
3032,CA-2015-168480,9/21/2015,9/27/2015,DM-12955,Central,Office Supplies,Art,25.99,7.5371
3033,US-2016-114293,11/21/2016,11/26/2016,JH-16180,West,Furniture,Chairs,195.136,-12.196
3034,CA-2017-134173,9/16/2017,9/21/2017,AB-10060,East,Office Supplies,Paper,20.736,7.2576
3035,US-2015-123960,6/11/2015,6/16/2015,BD-11605,South,Technology,Accessories,53.7,10.203
3036,US-2015-123960,6/11/2015,6/16/2015,BD-11605,South,Office Supplies,Binders,36.26,16.6796
3037,US-2015-123960,6/11/2015,6/16/2015,BD-11605,South,Office Supplies,Art,56.3,15.764
3038,US-2015-123960,6/11/2015,6/16/2015,BD-11605,South,Office Supplies,Paper,32.4,15.552
3039,US-2015-123960,6/11/2015,6/16/2015,BD-11605,South,Furniture,Furnishings,29.16,10.7892
3040,CA-2017-101749,10/3/2017,10/8/2017,AS-10045,West,Furniture,Tables,171.288,-6.4233
3041,US-2016-147991,5/5/2016,5/9/2016,ZD-21925,South,Furniture,Furnishings,16.72,3.344
3042,CA-2017-149559,9/11/2017,9/12/2017,KF-16285,West,Office Supplies,Paper,12.96,6.2208
3043,CA-2017-149559,9/11/2017,9/12/2017,KF-16285,West,Office Supplies,Envelopes,22.18,10.8682
3044,CA-2017-149559,9/11/2017,9/12/2017,KF-16285,West,Furniture,Chairs,2054.272,256.784
3045,CA-2015-135174,4/30/2015,5/2/2015,BP-11230,East,Technology,Phones,1022.97,-255.7425
3046,CA-2017-125290,11/6/2017,11/10/2017,CC-12430,Central,Office Supplies,Art,13.9,3.614
3047,CA-2017-125290,11/6/2017,11/10/2017,CC-12430,Central,Office Supplies,Paper,26.38,12.1348
3048,CA-2014-137351,9/30/2014,10/4/2014,DB-13615,West,Office Supplies,Binders,43.176,13.4925
3049,CA-2017-121419,4/2/2017,4/4/2017,TC-21475,South,Furniture,Tables,411.8,70.006
3050,CA-2017-121419,4/2/2017,4/4/2017,TC-21475,South,Technology,Accessories,360,129.6
3051,US-2017-148054,10/6/2017,10/11/2017,NZ-18565,West,Furniture,Furnishings,41.96,2.9372
3052,US-2017-148054,10/6/2017,10/11/2017,NZ-18565,West,Office Supplies,Appliances,227.84,66.0736
3053,US-2017-148054,10/6/2017,10/11/2017,NZ-18565,West,Office Supplies,Paper,37.94,18.2112
3054,CA-2016-128517,4/9/2016,4/14/2016,SW-20350,Central,Technology,Phones,517.9,134.654
3055,CA-2016-128517,4/9/2016,4/14/2016,SW-20350,Central,Office Supplies,Binders,5.28,2.4288
3056,US-2015-100377,8/28/2015,9/1/2015,TS-21370,Central,Technology,Copiers,2799.96,874.9875
3057,CA-2017-131492,10/19/2017,10/24/2017,HH-15010,West,Office Supplies,Envelopes,8.96,4.3008
3058,CA-2017-131492,10/19/2017,10/24/2017,HH-15010,West,Office Supplies,Labels,31.5,15.12
3059,CA-2017-131492,10/19/2017,10/24/2017,HH-15010,West,Furniture,Furnishings,30.56,10.3904
3060,CA-2017-131492,10/19/2017,10/24/2017,HH-15010,West,Furniture,Tables,24.368,-3.3506
3061,CA-2016-144554,11/7/2016,11/12/2016,DM-13345,East,Technology,Accessories,119.976,22.4955
3062,CA-2017-127621,3/3/2017,3/7/2017,RE-19450,Central,Office Supplies,Paper,26.88,9.744
3063,CA-2015-145184,11/27/2015,11/29/2015,JD-16150,East,Technology,Phones,83.97,23.5116
3064,CA-2015-145184,11/27/2015,11/29/2015,JD-16150,East,Technology,Accessories,104.97,7.3479
3065,CA-2017-106859,3/13/2017,3/18/2017,BF-11215,West,Office Supplies,Storage,90.8,25.424
3066,CA-2017-106859,3/13/2017,3/18/2017,BF-11215,West,Technology,Phones,140.736,49.2576
3067,CA-2017-106859,3/13/2017,3/18/2017,BF-11215,West,Technology,Accessories,214.95,88.1295
3068,CA-2017-106859,3/13/2017,3/18/2017,BF-11215,West,Office Supplies,Paper,45.36,21.7728
3069,CA-2017-106859,3/13/2017,3/18/2017,BF-11215,West,Office Supplies,Paper,288.24,138.3552
3070,US-2017-120089,11/30/2017,11/30/2017,ML-17755,East,Office Supplies,Appliances,663.936,82.992
3071,CA-2014-119375,11/17/2014,11/22/2014,YC-21895,East,Office Supplies,Storage,2934.33,792.2691
3072,CA-2014-119375,11/17/2014,11/22/2014,YC-21895,East,Furniture,Furnishings,124.41,14.9292
3073,CA-2014-119375,11/17/2014,11/22/2014,YC-21895,East,Office Supplies,Art,57.75,26.565
3074,CA-2016-125206,1/3/2016,1/5/2016,LR-16915,West,Office Supplies,Storage,114.46,28.615
3075,CA-2015-126137,10/3/2015,10/8/2015,BS-11755,West,Furniture,Bookcases,120.666,18.4548
3076,CA-2014-143903,7/20/2014,7/24/2014,KM-16375,Central,Office Supplies,Storage,342.864,38.5722
3077,CA-2014-143903,7/20/2014,7/24/2014,KM-16375,Central,Furniture,Furnishings,16.74,-14.229
3078,CA-2014-143903,7/20/2014,7/24/2014,KM-16375,Central,Furniture,Chairs,981.372,-140.196
3079,CA-2014-104780,5/21/2014,5/25/2014,BT-11530,West,Office Supplies,Art,31.84,10.5072
3080,CA-2017-101182,9/4/2017,9/5/2017,KB-16405,West,Office Supplies,Paper,12.96,6.2208
3081,CA-2017-101182,9/4/2017,9/5/2017,KB-16405,West,Technology,Phones,43.176,15.1116
3082,US-2017-132297,5/27/2017,6/2/2017,DW-13480,South,Office Supplies,Binders,58.34,28.0032
3083,US-2017-132297,5/27/2017,6/2/2017,DW-13480,South,Technology,Phones,539.97,134.9925
3084,CA-2014-100328,1/28/2014,2/3/2014,JC-15340,East,Office Supplies,Binders,3.928,1.3257
3085,CA-2017-118773,2/9/2017,2/14/2017,TP-21415,Central,Office Supplies,Binders,252.784,-417.0936
3086,CA-2017-118773,2/9/2017,2/14/2017,TP-21415,Central,Technology,Accessories,127.984,15.998
3087,CA-2017-118773,2/9/2017,2/14/2017,TP-21415,Central,Furniture,Furnishings,3.984,-2.6892
3088,CA-2017-118773,2/9/2017,2/14/2017,TP-21415,Central,Office Supplies,Appliances,12.992,-32.48
3089,US-2017-159205,3/31/2017,4/2/2017,DB-12910,South,Furniture,Furnishings,61,25.62
3090,US-2017-159205,3/31/2017,4/2/2017,DB-12910,South,Technology,Phones,671.93,188.1404
3091,CA-2016-112123,3/3/2016,3/8/2016,BH-11710,East,Office Supplies,Binders,447.86,219.4514
3092,CA-2016-112123,3/3/2016,3/8/2016,BH-11710,East,Technology,Phones,479.95,129.5865
3093,CA-2016-112123,3/3/2016,3/8/2016,BH-11710,East,Office Supplies,Paper,166.44,79.8912
3094,CA-2015-114468,8/23/2015,8/23/2015,TD-20995,Central,Office Supplies,Supplies,31.68,2.772
3095,CA-2015-114468,8/23/2015,8/23/2015,TD-20995,Central,Office Supplies,Paper,10.368,3.6288
3096,CA-2015-114468,8/23/2015,8/23/2015,TD-20995,Central,Office Supplies,Fasteners,12.032,2.256
3097,CA-2015-114468,8/23/2015,8/23/2015,TD-20995,Central,Office Supplies,Appliances,5.768,-13.5548
3098,CA-2017-135692,4/27/2017,5/1/2017,CV-12805,Central,Office Supplies,Labels,33.12,11.592
3099,CA-2017-135692,4/27/2017,5/1/2017,CV-12805,Central,Furniture,Bookcases,220.2656,-42.1096
3100,CA-2017-131233,4/14/2017,4/19/2017,CS-12355,East,Office Supplies,Binders,10.776,3.5022
3101,CA-2017-131233,4/14/2017,4/19/2017,CS-12355,East,Furniture,Bookcases,242.352,9.0882
3102,CA-2017-119578,12/22/2017,12/27/2017,JG-15310,East,Office Supplies,Supplies,695.16,34.758
3103,CA-2017-119578,12/22/2017,12/27/2017,JG-15310,East,Furniture,Bookcases,220.98,50.8254
3104,CA-2016-124562,12/8/2016,12/12/2016,JP-16135,East,Office Supplies,Binders,12.957,-9.5018
3105,US-2017-140074,3/23/2017,3/29/2017,EC-14050,East,Office Supplies,Paper,25.68,11.556
3106,CA-2016-103037,7/25/2016,7/29/2016,KH-16630,Central,Office Supplies,Labels,15.712,5.6956
3107,CA-2017-127460,7/10/2017,7/14/2017,FG-14260,Central,Office Supplies,Storage,298.464,26.1156
3108,CA-2016-121671,7/17/2016,7/22/2016,AA-10480,Central,Office Supplies,Paper,21.93,10.0878
3109,CA-2016-121671,7/17/2016,7/22/2016,AA-10480,Central,Office Supplies,Storage,242.94,4.8588
3110,CA-2016-121671,7/17/2016,7/22/2016,AA-10480,Central,Office Supplies,Paper,7.64,3.7436
3111,CA-2016-121671,7/17/2016,7/22/2016,AA-10480,Central,Office Supplies,Paper,51.84,25.4016
3112,CA-2016-121671,7/17/2016,7/22/2016,AA-10480,Central,Office Supplies,Storage,265.17,47.7306
3113,CA-2016-150350,8/23/2016,8/30/2016,MS-17770,West,Technology,Machines,837.6,62.82
3114,CA-2016-150350,8/23/2016,8/30/2016,MS-17770,West,Office Supplies,Envelopes,135.9,63.873
3115,CA-2016-150350,8/23/2016,8/30/2016,MS-17770,West,Office Supplies,Paper,34.68,16.9932
3116,CA-2016-150350,8/23/2016,8/30/2016,MS-17770,West,Furniture,Chairs,532.704,-39.9528
3117,CA-2016-150350,8/23/2016,8/30/2016,MS-17770,West,Office Supplies,Appliances,43.1,11.206
3118,CA-2016-150350,8/23/2016,8/30/2016,MS-17770,West,Office Supplies,Supplies,15.88,0.1588
3119,CA-2015-121720,6/11/2015,6/12/2015,JE-15610,South,Furniture,Chairs,1123.92,-182.637
3120,CA-2015-121720,6/11/2015,6/12/2015,JE-15610,South,Technology,Phones,249.584,31.198
3121,CA-2015-121720,6/11/2015,6/12/2015,JE-15610,South,Furniture,Furnishings,48.672,7.3008
3122,CA-2015-121720,6/11/2015,6/12/2015,JE-15610,South,Office Supplies,Art,60.768,7.596
3123,CA-2015-121720,6/11/2015,6/12/2015,JE-15610,South,Office Supplies,Binders,78.6,-62.88
3124,CA-2015-121720,6/11/2015,6/12/2015,JE-15610,South,Office Supplies,Binders,3.768,-3.14
3125,CA-2015-121720,6/11/2015,6/12/2015,JE-15610,South,Office Supplies,Storage,1036.624,51.8312
3126,CA-2015-121720,6/11/2015,6/12/2015,JE-15610,South,Office Supplies,Storage,563.808,21.1428
3127,CA-2017-149895,9/8/2017,9/12/2017,EB-14110,East,Technology,Phones,258.528,-47.3968
3128,CA-2017-147564,10/2/2017,10/6/2017,BP-11155,East,Office Supplies,Paper,49.12,23.0864
3129,CA-2014-136399,12/16/2014,12/17/2014,CC-12100,West,Furniture,Furnishings,44.46,14.6718
3130,CA-2014-136399,12/16/2014,12/17/2014,CC-12100,West,Furniture,Chairs,241.568,18.1176
3131,CA-2014-136399,12/16/2014,12/17/2014,CC-12100,West,Technology,Accessories,395,39.5
3132,CA-2014-136399,12/16/2014,12/17/2014,CC-12100,West,Technology,Phones,627.168,70.5564
3133,CA-2014-107916,8/24/2014,8/26/2014,JP-15460,East,Furniture,Furnishings,13.28,6.3744
3134,CA-2014-107916,8/24/2014,8/26/2014,JP-15460,East,Office Supplies,Binders,12.672,4.4352
3135,CA-2017-164168,11/12/2017,11/18/2017,LS-16975,Central,Office Supplies,Binders,30.56,-45.84
3136,CA-2017-164168,11/12/2017,11/18/2017,LS-16975,Central,Office Supplies,Storage,77.952,-15.5904
3137,CA-2017-164168,11/12/2017,11/18/2017,LS-16975,Central,Technology,Phones,67.992,8.499
3138,CA-2017-164168,11/12/2017,11/18/2017,LS-16975,Central,Office Supplies,Envelopes,12.224,4.4312
3139,CA-2017-164168,11/12/2017,11/18/2017,LS-16975,Central,Technology,Accessories,44.784,-0.5598
3140,CA-2017-164168,11/12/2017,11/18/2017,LS-16975,Central,Furniture,Furnishings,22.848,-17.7072
3141,CA-2015-112557,4/25/2015,4/28/2015,JL-15850,East,Office Supplies,Appliances,206.43,90.8292
3142,US-2014-122959,12/12/2014,12/12/2014,CY-12745,Central,Office Supplies,Binders,210.392,-336.6272
3143,CA-2017-162572,9/25/2017,9/27/2017,RB-19360,East,Technology,Accessories,119.96,35.988
3144,CA-2017-162572,9/25/2017,9/27/2017,RB-19360,East,Office Supplies,Art,10.608,0.9282
3145,US-2016-148110,9/5/2016,9/11/2016,AR-10825,Central,Furniture,Chairs,347.802,-24.843
3146,CA-2017-131828,2/11/2017,2/13/2017,CS-11845,West,Furniture,Chairs,963.136,108.3528
3147,CA-2017-131828,2/11/2017,2/13/2017,CS-11845,West,Technology,Phones,88.776,7.7679
3148,CA-2014-109218,6/30/2014,7/3/2014,AR-10825,West,Office Supplies,Art,32.4,10.368
3149,CA-2016-120558,6/7/2016,6/10/2016,RD-19810,East,Office Supplies,Paper,32.4,15.552
3150,US-2014-109036,12/20/2014,12/25/2014,KH-16510,West,Office Supplies,Labels,31.05,14.904
3151,CA-2015-147830,12/15/2015,12/18/2015,NF-18385,East,Technology,Accessories,2025.36,607.608
3152,CA-2015-147830,12/15/2015,12/18/2015,NF-18385,East,Technology,Machines,1799.994,-2639.9912
3153,CA-2015-147830,12/15/2015,12/18/2015,NF-18385,East,Technology,Phones,101.988,-16.998
3154,CA-2015-147830,12/15/2015,12/18/2015,NF-18385,East,Furniture,Furnishings,262.864,69.0018
3155,CA-2017-150497,7/20/2017,7/24/2017,SM-20950,Central,Office Supplies,Binders,735.98,331.191
3156,CA-2014-128986,8/3/2014,8/5/2014,GH-14410,West,Office Supplies,Paper,93.024,33.7212
3157,CA-2015-139584,8/24/2015,8/28/2015,EM-13810,East,Furniture,Tables,284.364,-75.8304
3158,CA-2015-139584,8/24/2015,8/28/2015,EM-13810,East,Technology,Accessories,26,11.7
3159,US-2016-162677,3/26/2016,3/27/2016,DB-13210,South,Office Supplies,Storage,67.64,5.9185
3160,US-2016-162677,3/26/2016,3/27/2016,DB-13210,South,Technology,Accessories,119.976,-17.9964
3161,US-2014-150924,9/12/2014,9/16/2014,PT-19090,Central,Office Supplies,Binders,5.18,-8.029
3162,CA-2014-153969,9/21/2014,9/25/2014,HF-14995,West,Office Supplies,Envelopes,15.56,7.3132
3163,CA-2014-153969,9/21/2014,9/25/2014,HF-14995,West,Office Supplies,Envelopes,78.35,36.8245
3164,CA-2014-153969,9/21/2014,9/25/2014,HF-14995,West,Office Supplies,Art,59.52,15.4752
3165,CA-2014-153969,9/21/2014,9/25/2014,HF-14995,West,Office Supplies,Paper,38.52,17.334
3166,CA-2014-153969,9/21/2014,9/25/2014,HF-14995,West,Technology,Phones,239.984,23.9984
3167,CA-2014-153969,9/21/2014,9/25/2014,HF-14995,West,Office Supplies,Paper,19.35,9.4815
3168,CA-2016-146682,10/29/2016,10/31/2016,KW-16435,Central,Furniture,Furnishings,67,32.16
3169,CA-2016-138695,5/28/2016,6/3/2016,KC-16675,South,Furniture,Chairs,390.272,-24.392
3170,CA-2016-138695,5/28/2016,6/3/2016,KC-16675,South,Office Supplies,Paper,62.192,19.435
3171,CA-2017-107461,12/21/2017,12/26/2017,PK-19075,South,Office Supplies,Binders,23.88,11.2236
3172,US-2016-133879,3/21/2016,3/28/2016,KT-16465,Central,Office Supplies,Binders,3.168,-4.752
3173,US-2016-133879,3/21/2016,3/28/2016,KT-16465,Central,Furniture,Chairs,528.43,0
3174,US-2016-133879,3/21/2016,3/28/2016,KT-16465,Central,Office Supplies,Art,13.392,1.5066
3175,CA-2017-157483,11/11/2017,11/18/2017,EP-13915,Central,Office Supplies,Art,181.86,50.9208
3176,US-2017-132059,9/23/2017,9/29/2017,AP-10915,West,Furniture,Bookcases,180.588,-240.784
3177,US-2017-132059,9/23/2017,9/29/2017,AP-10915,West,Technology,Accessories,47.984,0.5998
3178,CA-2017-122280,9/10/2017,9/10/2017,SH-20395,East,Office Supplies,Paper,18.76,9.0048
3179,CA-2017-105235,12/5/2017,12/11/2017,SM-20950,East,Furniture,Furnishings,20.94,6.0726
3180,CA-2017-105235,12/5/2017,12/11/2017,SM-20950,East,Furniture,Furnishings,58.68,18.1908
3181,CA-2017-105235,12/5/2017,12/11/2017,SM-20950,East,Office Supplies,Appliances,254.9,68.823
3182,CA-2017-152912,11/9/2017,11/12/2017,BM-11650,East,Office Supplies,Binders,9.64,4.4344
3183,CA-2017-152912,11/9/2017,11/12/2017,BM-11650,East,Technology,Accessories,826.62,355.4466
3184,CA-2017-152912,11/9/2017,11/12/2017,BM-11650,East,Office Supplies,Storage,1633.14,473.6106
3185,CA-2017-152912,11/9/2017,11/12/2017,BM-11650,East,Office Supplies,Storage,544.38,157.8702
3186,CA-2014-123498,11/7/2014,11/9/2014,TC-20980,Central,Office Supplies,Binders,26.046,-44.2782
3187,CA-2014-123498,11/7/2014,11/9/2014,TC-20980,Central,Office Supplies,Envelopes,74.352,26.9526
3188,CA-2017-159352,3/12/2017,3/17/2017,KB-16585,East,Technology,Phones,69.93,32.1678
3189,US-2017-146416,10/20/2017,10/22/2017,JE-16165,West,Office Supplies,Labels,3.75,1.8
3190,US-2017-146416,10/20/2017,10/22/2017,JE-16165,West,Office Supplies,Binders,20.928,7.5864
3191,US-2015-163783,12/27/2015,1/1/2016,DR-12940,Central,Office Supplies,Storage,12.672,-3.168
3192,CA-2017-123981,10/2/2017,10/8/2017,RW-19630,East,Technology,Phones,65.99,17.1574
3193,CA-2017-158953,6/4/2017,6/8/2017,ML-18040,Central,Office Supplies,Binders,6.37,-9.555
3194,CA-2014-165428,9/1/2014,9/4/2014,JL-15130,Central,Office Supplies,Binders,3.648,-6.0192
3195,CA-2014-165428,9/1/2014,9/4/2014,JL-15130,Central,Office Supplies,Paper,31.104,10.8864
3196,CA-2016-169026,8/8/2016,8/13/2016,CM-12655,South,Office Supplies,Fasteners,23.34,0.2334
3197,CA-2017-109750,7/22/2017,7/28/2017,FH-14365,East,Technology,Phones,29.97,14.0859
3198,CA-2015-149384,7/10/2015,7/10/2015,EH-13945,West,Office Supplies,Binders,3.366,-2.244
3199,CA-2014-131527,12/1/2014,12/7/2014,TB-21280,South,Technology,Phones,95.968,9.5968
3200,CA-2017-164000,12/18/2017,12/22/2017,AH-10030,East,Office Supplies,Art,18.704,2.338
3201,CA-2014-164224,5/18/2014,5/20/2014,TT-21070,East,Furniture,Furnishings,149.232,3.7308
3202,CA-2014-164224,5/18/2014,5/20/2014,TT-21070,East,Office Supplies,Paper,15.936,5.7768
3203,CA-2014-158372,11/10/2014,11/16/2014,RD-19900,West,Technology,Phones,601.536,60.1536
3204,CA-2014-158372,11/10/2014,11/16/2014,RD-19900,West,Technology,Accessories,10.99,4.2861
3205,CA-2014-158372,11/10/2014,11/16/2014,RD-19900,West,Furniture,Furnishings,39.88,11.1664
3206,CA-2014-158372,11/10/2014,11/16/2014,RD-19900,West,Office Supplies,Paper,62.24,28.008
3207,CA-2014-158372,11/10/2014,11/16/2014,RD-19900,West,Furniture,Furnishings,53.2,14.896
3208,CA-2014-158372,11/10/2014,11/16/2014,RD-19900,West,Office Supplies,Labels,39.84,18.3264
3209,CA-2016-108882,1/9/2016,1/15/2016,LA-16780,West,Technology,Accessories,349.95,118.983
3210,CA-2016-108882,1/9/2016,1/15/2016,LA-16780,West,Technology,Phones,377.928,141.723
3211,US-2017-108245,9/22/2017,9/27/2017,SH-19975,Central,Office Supplies,Envelopes,13.392,5.022
3212,US-2017-108245,9/22/2017,9/27/2017,SH-19975,Central,Office Supplies,Binders,11.228,-18.5262
3213,CA-2014-142314,12/23/2014,12/28/2014,SF-20200,Central,Office Supplies,Appliances,207.24,58.0272
3214,CA-2016-132409,5/26/2016,6/1/2016,TH-21235,East,Office Supplies,Art,1.504,0.1692
3215,CA-2016-132409,5/26/2016,6/1/2016,TH-21235,East,Office Supplies,Appliances,34.848,6.534
3216,CA-2017-150189,7/8/2017,7/10/2017,VG-21790,West,Office Supplies,Labels,75.18,35.3346
3217,CA-2014-114433,5/13/2014,5/17/2014,NP-18325,West,Technology,Accessories,149.97,52.4895
3218,CA-2017-104640,11/10/2017,11/16/2017,FH-14275,East,Office Supplies,Binders,931.176,314.2719
3219,CA-2017-104640,11/10/2017,11/16/2017,FH-14275,East,Technology,Phones,430.88,124.9552
3220,US-2015-137008,10/2/2015,10/8/2015,JP-15460,East,Office Supplies,Paper,94.85,45.528
3221,US-2015-137008,10/2/2015,10/8/2015,JP-15460,East,Office Supplies,Envelopes,51.12,23.004
3222,US-2015-137008,10/2/2015,10/8/2015,JP-15460,East,Technology,Accessories,90,32.4
3223,CA-2014-108189,10/2/2014,10/5/2014,ES-14080,West,Office Supplies,Paper,9.408,3.4104
3224,CA-2014-108189,10/2/2014,10/5/2014,ES-14080,West,Office Supplies,Fasteners,4.672,1.46
3225,CA-2014-108189,10/2/2014,10/5/2014,ES-14080,West,Technology,Phones,318.4,107.46
3226,CA-2014-108189,10/2/2014,10/5/2014,ES-14080,West,Office Supplies,Envelopes,12.768,4.6284
3227,CA-2014-108189,10/2/2014,10/5/2014,ES-14080,West,Office Supplies,Supplies,15.36,-3.264
3228,CA-2014-108189,10/2/2014,10/5/2014,ES-14080,West,Technology,Phones,230.376,20.1579
3229,CA-2014-108189,10/2/2014,10/5/2014,ES-14080,West,Technology,Accessories,7.16,-0.0895
3230,CA-2014-154641,8/11/2014,8/16/2014,KL-16645,East,Office Supplies,Storage,375.34,18.767
3231,CA-2017-131625,9/1/2017,9/5/2017,BN-11515,East,Furniture,Furnishings,114.9,39.066
3232,US-2017-156356,4/16/2017,4/22/2017,ND-18370,Central,Office Supplies,Binders,26.046,-44.2782
3233,US-2017-156356,4/16/2017,4/22/2017,ND-18370,Central,Office Supplies,Binders,2.896,-4.7784
3234,US-2017-156356,4/16/2017,4/22/2017,ND-18370,Central,Office Supplies,Storage,32.544,-7.7292
3235,CA-2016-138933,4/24/2016,4/27/2016,JL-15130,West,Office Supplies,Binders,3.984,1.3944
3236,CA-2016-140746,1/15/2016,1/15/2016,RC-19825,East,Furniture,Tables,181.797,-15.5826
3237,CA-2016-146836,5/2/2016,5/2/2016,CC-12475,East,Office Supplies,Storage,44.94,12.5832
3238,CA-2016-146836,5/2/2016,5/2/2016,CC-12475,East,Office Supplies,Binders,45.576,15.9516
3239,US-2016-127971,11/20/2016,11/27/2016,DW-13195,Central,Furniture,Chairs,318.43,-77.333
3240,US-2016-127971,11/20/2016,11/27/2016,DW-13195,Central,Technology,Phones,122.92,46.095
3241,US-2016-127971,11/20/2016,11/27/2016,DW-13195,Central,Furniture,Furnishings,7.068,-2.8272
3242,US-2016-140809,2/1/2016,2/3/2016,CK-12760,South,Office Supplies,Storage,56.45,14.677
3243,CA-2017-114524,3/31/2017,4/5/2017,EG-13900,Central,Office Supplies,Binders,13.468,-22.8956
3244,CA-2017-113355,12/1/2017,12/5/2017,SJ-20215,Central,Technology,Phones,219.8,24.7275
3245,CA-2017-113355,12/1/2017,12/5/2017,SJ-20215,Central,Furniture,Chairs,317.058,-18.1176
3246,US-2017-140907,12/10/2017,12/12/2017,BP-11185,West,Technology,Accessories,49.08,4.908
3247,US-2017-140907,12/10/2017,12/12/2017,BP-11185,West,Office Supplies,Storage,324.9,38.988
3248,US-2017-140907,12/10/2017,12/12/2017,BP-11185,West,Office Supplies,Art,18.24,5.2896
3249,CA-2016-159730,9/17/2016,9/21/2016,SJ-20125,West,Furniture,Chairs,113.888,9.9652
3250,CA-2016-159730,9/17/2016,9/21/2016,SJ-20125,West,Technology,Phones,105.584,7.9188
3251,CA-2016-157868,12/23/2016,12/29/2016,MC-17590,Central,Office Supplies,Fasteners,24.85,11.6795
3252,CA-2017-119389,4/17/2017,4/19/2017,BG-11740,East,Furniture,Furnishings,60.312,5.2773
3253,CA-2017-110373,10/27/2017,10/30/2017,MA-17560,Central,Office Supplies,Art,7.056,2.205
3254,CA-2017-110373,10/27/2017,10/30/2017,MA-17560,Central,Technology,Phones,27.184,2.0388
3255,CA-2016-155474,7/8/2016,7/14/2016,CC-12220,West,Technology,Phones,107.984,9.4486
3256,CA-2016-155474,7/8/2016,7/14/2016,CC-12220,West,Office Supplies,Binders,19.296,6.03
3257,CA-2015-155453,8/9/2015,8/14/2015,RA-19885,South,Office Supplies,Labels,4.608,1.6704
3258,US-2016-161844,12/9/2016,12/14/2016,DK-12835,South,Furniture,Tables,79.974,-29.3238
3259,US-2016-161844,12/9/2016,12/14/2016,DK-12835,South,Office Supplies,Binders,2.946,-2.0622
3260,US-2016-162103,11/13/2016,11/17/2016,LB-16795,Central,Office Supplies,Binders,3.136,-4.704
3261,CA-2014-151554,11/14/2014,11/15/2014,CM-11815,Central,Office Supplies,Paper,20.736,7.2576
3262,CA-2014-140662,11/17/2014,11/19/2014,TS-21205,West,Technology,Accessories,99.98,7.9984
3263,CA-2014-140662,11/17/2014,11/19/2014,TS-21205,West,Office Supplies,Paper,733.95,352.296
3264,CA-2014-140662,11/17/2014,11/19/2014,TS-21205,West,Office Supplies,Appliances,241.44,72.432
3265,CA-2016-122518,3/4/2016,3/8/2016,RF-19345,South,Office Supplies,Labels,10.08,3.528
3266,US-2014-126571,10/11/2014,10/15/2014,JF-15565,East,Office Supplies,Storage,281.904,10.5714
3267,US-2014-126571,10/11/2014,10/15/2014,JF-15565,East,Office Supplies,Envelopes,201.432,67.9833
3268,CA-2014-143840,5/22/2014,5/29/2014,EH-14185,South,Technology,Phones,135.98,33.995
3269,CA-2014-143840,5/22/2014,5/29/2014,EH-14185,South,Technology,Phones,44.95,12.586
3270,CA-2014-115980,7/15/2014,7/19/2014,VW-21775,Central,Technology,Accessories,2.97,1.3068
3271,CA-2014-115980,7/15/2014,7/19/2014,VW-21775,Central,Office Supplies,Fasteners,6.54,2.6814
3272,CA-2015-155145,12/27/2015,12/29/2015,KN-16450,West,Technology,Accessories,7.92,3.4848
3273,CA-2015-146038,2/9/2015,2/16/2015,SJ-20215,West,Furniture,Chairs,203.92,22.941
3274,CA-2017-133865,5/8/2017,5/12/2017,PS-19045,West,Technology,Copiers,3359.952,1049.985
3275,CA-2017-116358,11/2/2017,11/6/2017,KM-16225,Central,Office Supplies,Fasteners,18.24,9.12
3276,CA-2017-116358,11/2/2017,11/6/2017,KM-16225,Central,Office Supplies,Art,27.78,9.1674
3277,CA-2014-102988,4/5/2014,4/9/2014,GM-14695,South,Office Supplies,Art,22.96,7.5768
3278,CA-2014-102988,4/5/2014,4/9/2014,GM-14695,South,Technology,Phones,28.99,8.4071
3279,CA-2014-102988,4/5/2014,4/9/2014,GM-14695,South,Office Supplies,Paper,12.96,6.3504
3280,CA-2014-102988,4/5/2014,4/9/2014,GM-14695,South,Office Supplies,Art,22.96,6.6584
3281,CA-2014-102988,4/5/2014,4/9/2014,GM-14695,South,Office Supplies,Supplies,4164.05,83.281
